id,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
﻿1669879400,Dear-迪丽热巴,4362937634356926,感谢@angelica张宇 @VogueMe 的邀请，祝VogueMe三周年快乐！今晚我们都是CoolPeople！ ,"https://wx2.sinaimg.cn/large/63885668ly1g28dhkqxl1j24mh32ze82.jpg,https://wx4.sinaimg.cn/large/63885668ly1g28dhm5p5ij21ud2qlnpe.jpg,https://wx2.sinaimg.cn/large/63885668ly1g28dhocthuj233j4na1kz.jpg,https://wx4.sinaimg.cn/large/63885668ly1g28dhq69hej21xm2wgu0y.jpg",,,2019-04-19,,365921,243159,1000000,,"angelica张宇,VogueMe"
1669879400,Dear-迪丽热巴,4362760618074625,快来#走进香奈儿展览# 打卡拍美照啦～#MademoisellePrive#  网页链接 ,"https://wx3.sinaimg.cn/large/63885668ly1g27t6h393tj232e40cb2c.jpg,https://wx3.sinaimg.cn/large/63885668ly1g27t6j8x37j24g02yob2c.jpg,https://wx1.sinaimg.cn/large/63885668ly1g27t6l7f78j22yo3vi1l0.jpg,https://wx3.sinaimg.cn/large/63885668ly1g27t6nk15tj23et4glu11.jpg,https://wx2.sinaimg.cn/large/63885668ly1g27t6f7bogj20zk1ean29.jpg,https://wx3.sinaimg.cn/large/63885668ly1g27t6qd692j24g02yo7wl.jpg,https://wx2.sinaimg.cn/large/63885668ly1g27t6slx09j24g02yonpg.jpg,https://wx4.sinaimg.cn/large/63885668ly1g27t6uoxysj24g02yo7wj.jpg,https://wx2.sinaimg.cn/large/63885668ly1g27t6wqbfej24g02you10.jpg",,,2019-04-19,,377613,195904,1000000,"走进香奈儿展览,MademoisellePrive",
1669879400,Dear-迪丽热巴,4361746657096949,祝@VogueMe  三周年生日快乐！#年轻就是不惧##VogueMeCoolPeople酷枇杷# 4月19日，一起酷玩～  @angelica张宇 ,https://wx2.sinaimg.cn/large/63885668ly1g24ks31yoxj21tm2glu0x.jpg,,,2019-04-16,,235500,114025,710863,"年轻就是不惧,VogueMeCoolPeople酷枇杷","VogueMe,angelica张宇"
1669879400,Dear-迪丽热巴,4360193510773588,赤诚壮志在我胸，奋斗争先锋，幸运是努力到拼就开始起作用，看少年多英雄！我是#创造营2019#男团发起人迪丽热巴，我宣布创造营2019主题曲#喊出我的名字挑战赛#正式开始，不服来战，call me call my name！第一次挑战男团舞，真的不简单快来接受本发起人的挑战吧 迪丽热巴版主题曲《喊出我的名字》，发起人太帅了！ ,,https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=n0030yh0vlh,,2019-04-12,,448413,148766,1000000,"创造营2019,喊出我的名字挑战赛",
1669879400,Dear-迪丽热巴,4359861921979360,旋转跳跃 我闭着眼 ,"https://wx3.sinaimg.cn/large/63885668ly1g1yjce8bk7j22c0340hdx.jpg,https://wx1.sinaimg.cn/large/63885668ly1g1yjcrp2rtj22c0340u10.jpg,https://wx3.sinaimg.cn/large/63885668ly1g1yjd4knswj22c03401l1.jpg,https://wx3.sinaimg.cn/large/63885668ly1g1yjju4r9kj22c0340u10.jpg,https://wx3.sinaimg.cn/large/63885668ly1g1yjdgrvr4j23402c0x6r.jpg,https://wx1.sinaimg.cn/large/63885668ly1g1yjdp7dnuj22482tqkjl.jpg,https://wx4.sinaimg.cn/large/63885668ly1g1yjdqo8wdj20u0146tgk.jpg",,,2019-04-11,,535895,277866,1000000,,
1669879400,Dear-迪丽热巴,4358094845351040,托个腮都是爱你们的形状♥️ ,"https://wx1.sinaimg.cn/large/63885668ly1g1sxajyeqtj21jk21y4qs.jpg,https://wx2.sinaimg.cn/large/63885668ly1g1sxamcnsrj21jk21yhdv.jpg",,,2019-04-06,,774300,367397,1000000,,
1669879400,Dear-迪丽热巴,4358003744099355,#XX 蒙了# 来一口@安慕希希腊酸奶 高端畅饮型橙肉凤梨新品立刻解惑哦～简单几何色彩拼接与浓郁的美味碰撞出蒙德里安风潮流美学，时尚前卫，让你玩转春日最硬核的美味艺术！快随我一起秀出你的蒙德里安风潮流style吧～ Dear-迪丽热巴的微博视频 ,,"http://f.us.sinaimg.cn/000J44xflx07sRuKvnJm010412003LG90E010.mp4?label=mp4_720p&template=720x1280.24.0&Expires=1567159219&ssig=aDLLXiAIdN&KID=unistore,video",,2019-04-06,,255782,49014,529344,XX 蒙了,安慕希希腊酸奶
﻿1669879400,Dear-迪丽热巴,4354814903554798,#Be a Vogue Star# @VogueMe ,https://wx3.sinaimg.cn/large/63885668gy1g1igozs1uzj22uc49jb2i.jpg,,,2019-03-28,,374336,399469,1000000,Be a Vogue Star,VogueMe
1669879400,Dear-迪丽热巴,4353004590882236,和我一起热血助威#2019FE电动方程式#[加油][加油][加油] ,https://wx2.sinaimg.cn/large/63885668ly1g1cos7itahj20ku1127vz.jpg,,,2019-03-23,,249962,353895,1000000,2019FE电动方程式,
1669879400,Dear-迪丽热巴,4350230641552318,哇！！谢谢红雷哥 @孙红雷 ！！！！我打的字超出太多只能发图片了我会努力的[加油][加油][加油] ,https://wx3.sinaimg.cn/large/63885668ly1g13u3geyclj20tz1qldwd.jpg,,,2019-03-15,,560036,571477,1000000,,孙红雷
﻿1669879400,Dear-迪丽热巴,4345711484815836,今天是#世界野生动植物日# ，大海是无数可爱生物的家，也养育着全球数十亿的人口。珍存海洋生物的独特魅力，需要大家的共同关注。每行动一小步，便离我们憧憬的世界更近一步——野生生物在健康的陆地上和海洋中生生不息，人类崇尚和热爱地球生命的多样性及完整性，并受益其中。@WCS野生生物保护学会 ,https://wx4.sinaimg.cn/large/63885668ly1g0pf6avv1ij22bk1igu0p.jpg,,,2019-03-03,OPPO随光而变R17 Pro,269968,280932,1000000,世界野生动植物日,WCS野生生物保护学会
1669879400,Dear-迪丽热巴,4345003566620944,#OPEN UP打开真我#  努力改变，只是不想输给自己；努力出发，只是想饱览终点前的精彩；现在，我要和@Garmin官方微博  一起去挑战，去冒险，去探索未知的自己。#热巴与Garmin带你型动# ,"https://wx1.sinaimg.cn/large/63885668ly1g0n5uysvy7j273x4k2hdw.jpg,https://wx3.sinaimg.cn/large/63885668ly1g0n5v2dkrqj273x4k2hdw.jpg,https://wx3.sinaimg.cn/large/63885668ly1g0n5v4x0hzj23uw2h1e84.jpg,https://wx4.sinaimg.cn/large/63885668ly1g0n5v80bxuj273x4k2e84.jpg,https://wx4.sinaimg.cn/large/63885668ly1g0n5vbvkh9j273x4k2b2c.jpg,https://wx1.sinaimg.cn/large/63885668ly1g0n5vfops3j273x4k27wk.jpg",,,2019-03-01,OPPO随光而变R17 Pro,384120,427136,1000000,"OPEN UP打开真我,热巴与Garmin带你型动",Garmin官方微博
1669879400,Dear-迪丽热巴,4344377683539133,看到你们都在唱歌了……清醒一点，我来了 ,"https://wx2.sinaimg.cn/large/63885668ly1g0l5zrgy94j20ty13yna6.jpg,https://wx3.sinaimg.cn/large/63885668ly1g0l5zs4iunj20ty13yqo3.jpg,https://wx4.sinaimg.cn/large/63885668ly1g0l5zspkjqj20u0140h73.jpg,https://wx1.sinaimg.cn/large/63885668ly1g0l5zt815sj20u01401a1.jpg",,,2019-02-27,OPPO随光而变R17 Pro,679528,1000000,1000000,,
1669879400,Dear-迪丽热巴,4342085753111363,快跟我一起精彩#起.范儿#，秘诀都在@QINA亓那眼镜 Dear-迪丽热巴的秒拍视频 ,,"http://f.us.sinaimg.cn/003g8LaGlx07rJqXPawM01041200pnji0E010.mp4?label=mp4_720p&template=1280x720.20.0&Expires=1567159228&ssig=Xa%2FiQQDcCj&KID=unistore,video",,2019-02-21,OPPO随光而变R17 Pro,447335,1000000,1000000,起.范儿,QINA亓那眼镜
1669879400,Dear-迪丽热巴,4339654788176263,#情人节这样过#大家情人节快乐，请快乐女孩独自美丽，莫要安排，谢谢大家！ ,"https://wx1.sinaimg.cn/large/63885668gy1g063jti256j215o1qix6q.jpg,https://wx3.sinaimg.cn/large/63885668gy1g063jzyd84j215o1qix6q.jpg,https://wx2.sinaimg.cn/large/63885668gy1g063kgpswyj215o1qix6q.jpg,https://wx3.sinaimg.cn/large/63885668gy1g063km7askj215o1qix6q.jpg,https://wx2.sinaimg.cn/large/63885668gy1g063kre793j21qi15onpe.jpg,https://wx1.sinaimg.cn/large/63885668gy1g063kvkt2nj215o1qix6q.jpg",,,2019-02-14,OPPO随光而变R17 Pro,1142646,1000000,1000000,情人节这样过,
1669879400,Dear-迪丽热巴,4336258908503343,#新年心祝福#祝大家新年快乐！！！2019我们继续朝着梦想的方向加油哇！！！💪💪💪 ,"https://wx4.sinaimg.cn/large/63885668ly1fzv9k4m3m4j21jj2bcx6r.jpg,https://wx1.sinaimg.cn/large/63885668ly1fzv9kbawnjj23294lcnpe.jpg,https://wx1.sinaimg.cn/large/63885668ly1fzv9kghsyvj230u4mgb2a.jpg",,,2019-02-05,OPPO随光而变R17 Pro,598157,1000000,1000000,新年心祝福,
1669879400,Dear-迪丽热巴,4336078779803340,明星动态,,,,2019-02-04,明星动态,254631,300874,60664,,
﻿1669879400,Dear-迪丽热巴,4336034117971765,本胖迪的2019祝福来啦～请大家接收新年祝大家事事顺心，开心每一天～我与@让红包飞 也给大家的准备了一份#新春锦鲤#红包哦～关注并转发这条微博，抽出100个幸运锦鲤，每人送2019元现金红包哦～快来收获这波#春晚#祝福吧～2月11日开奖@微博抽奖平台 让红包飞的微博视频 ,,"http://f.us.sinaimg.cn/003Ly6eklx07rftmAYRO01041200xo770E010.mp4?label=mp4_720p&template=720x1280.24.0&Expires=1567159238&ssig=18RLJeg6qS&KID=unistore,video",,2019-02-04,OPPO随光而变R17 Pro,542590,179966,770387,"新春锦鲤,春晚","让红包飞,微博抽奖平台"
1669879400,Dear-迪丽热巴,4331691114295260, ,"https://wx1.sinaimg.cn/large/63885668ly1fzgoxtxacqj235w4qtkjm.jpg,https://wx4.sinaimg.cn/large/63885668ly1fzgoxym4yuj237r4tm4qr.jpg,https://wx4.sinaimg.cn/large/63885668ly1fzgoy4e98mj236t4s71kz.jpg,https://wx2.sinaimg.cn/large/63885668ly1fzgoyadfe9j238d4ul1kz.jpg",,,2019-01-23,OPPO随光而变R17 Pro,662260,1000000,1000000,,
1669879400,Dear-迪丽热巴,4330477361823725,答应我要用新造型来迎接新年鸭出镜率很高的YEEZY小白鞋是我搭配的秘密武器#新年YEEZY搭新衣# @adidasOriginals👉网页链接 ,"https://wx4.sinaimg.cn/large/63885668ly1fzctim4ufsj22l93vthdu.jpg,https://wx4.sinaimg.cn/large/63885668ly1fzctipq76pj22gx3pcx6p.jpg,https://wx1.sinaimg.cn/large/63885668ly1fzctirrbawj22mi3xq4qq.jpg",,,2019-01-20,OPPO随光而变R17 Pro,391923,500690,1000000,新年YEEZY搭新衣,adidasOriginals
1669879400,Dear-迪丽热巴,4330099422015681,#良品铺子迪丽热巴#这是一条很好吃的微博大大的坚果、鲜嫩的海味还有自然的果干果脯，哪个是你们的最爱呢？今天下午五点，关注@良品铺子  微博直播，邀请大家和我一起探秘高端零食箱！等你们来哦～ ,https://wx3.sinaimg.cn/large/63885668ly1fzbm5kp3k6j20ty1hcqv5.jpg,,,2019-01-19,OPPO随光而变R17 Pro,206165,128552,347914,良品铺子迪丽热巴,良品铺子
1669879400,Dear-迪丽热巴,4329382316787562,清晨午后黄昏的巴黎，一直是我记忆中最美的瞬间，#YSL反转巴黎# 想要抓住我吗？ #CatchMyHeart# ,"https://wx4.sinaimg.cn/large/63885668ly1fz9bsqz76oj21tm2qfkjn.jpg,https://wx3.sinaimg.cn/large/63885668ly1fz9bssyx9oj21tm2qe1l0.jpg,https://wx4.sinaimg.cn/large/63885668ly1fz9bsur37dj21tm2qex6r.jpg,https://wx1.sinaimg.cn/large/63885668ly1fz9bswmfuaj22qe1tm1l0.jpg",,,2019-01-17,OPPO随光而变R17 Pro,532418,597934,1000000,"YSL反转巴黎,CatchMyHeart",
1669879400,Dear-迪丽热巴,4328664940066319,看到你...我有一点点动心#欧莱雅小钢笔##雾上瘾# ,https://wx3.sinaimg.cn/large/63885668ly1fz71ecgpzcj22ru3o0qvd.jpg,,,2019-01-15,OPPO随光而变R17 Pro,310929,555078,1000000,"欧莱雅小钢笔,雾上瘾",
1669879400,Dear-迪丽热巴,4327396632740022,明星动态,,,,2019-01-11,明星动态,268701,235901,32554,,
﻿1669879400,Dear-迪丽热巴,4326939580100290,年会节目～请勿模仿😂  微博视频 ,,,,2019-01-10,微博视频,374705,435367,1000000,,
1669879400,Dear-迪丽热巴,4326666405124518,新的一年，祝大家开开心心，天天顺利1月11日，2018#微博之夜#一起玩耍！微博之夜的微博视频 ,,"http://f.us.sinaimg.cn/001Yimjulx07qDqGuUTS010412008AHa0E010.mp4?label=mp4_720p&template=1280x720.20.0&Expires=1567159238&ssig=4H%2FlgwVzww&KID=unistore,video",,2019-01-09,OPPO随光而变R17 Pro,227329,153199,198765,微博之夜,
1669879400,Dear-迪丽热巴,4326279849239407,阿尔卑斯#新年新范儿# 今年过年，我们有一份特别的礼物——我与阿尔卑斯一起为你们准备了4款全新口味的糖果：抹茶拿铁、清甜西瓜、蜜桃乌龙、海盐焦糖……其中的3款口味还组成了新年心选礼盒，一盒让你们都能#好运聚一糖#。点开视频，一封温暖家书献给你，分享我心中的甜蜜滋味～@阿尔卑斯微有爱 阿尔卑斯微有爱的秒拍视频,,,,2019-01-08,OPPO随光而变R17 Pro,186128,204770,90983,"新年新范儿,好运聚一糖",阿尔卑斯微有爱
1669879400,Dear-迪丽热巴,4324680472626022,送走2018，喜提2019！新的一年，我们要为自己#2019家满活力#，认准梦的方向，热情浓厚绽放光芒！大家快去转发@活力伊利 置顶微博，把你们的成长心愿告诉我们吧！2019，冲鸭！ ,https://wx3.sinaimg.cn/large/63885668ly1fyubswv44rj21mc29ou0x.jpg,,,2019-01-04,OPPO随光而变R17 Pro,212288,271446,82760,2019家满活力,活力伊利
1669879400,Dear-迪丽热巴,4324089734210479,给2019一个眼神，希望能懂我～ 微博视频 ,,,,2019-01-02,微博视频,293531,380480,1000000,,
1669879400,Dear-迪丽热巴,4323606656044192,2019年，6000万位我的我们一起努力鸭 #你好2019##2019新年好# ,"https://wx4.sinaimg.cn/large/63885668ly1fyqwgfi7n9j21da21yb2b.jpg,https://wx1.sinaimg.cn/large/63885668ly1fyqwgha5e1j21db21ynpf.jpg,https://wx1.sinaimg.cn/large/63885668ly1fyqwgja8hvj21db21y1l0.jpg",,,2019-01-01,OPPO随光而变R17 Pro,666553,1000000,1000000,"你好2019,2019新年好",
1669879400,Dear-迪丽热巴,4322951970675369,想要肌肤紧致保持年轻，究竟要不要听从各种不成“纹”规定呢？不用纠结，欧莱雅紫熨斗全脸眼霜就是有让我肌肤不成“纹”的实力，让我们一起#挑战不成纹# Dear-迪丽热巴的微博视频 ,,"http://f.us.sinaimg.cn/000yRV0Vlx07qndGedrO01041200AbS10E010.mp4?label=mp4_720p&template=1280x720.20.0&Expires=1567159238&ssig=Px45D2nSBj&KID=unistore,video",,2018-12-30,OPPO随光而变R17 Pro,190469,59760,43002,挑战不成纹,
1669879400,Dear-迪丽热巴,4322173185854512,冬天到了，长发女孩困扰的季节也到了，是时候分享一下我的顺毛神器～噔噔噔，就是飘柔水油双层精油，一半花水一半精油，一摇就能合二为一，润养也轻盈，这个冬天打败毛躁“摇”出新招。 Dear-迪丽热巴的秒拍视频 ,,"http://f.us.sinaimg.cn/000iEkaSlx07qjN6Eg1W01041200gLtK0E010.mp4?label=mp4_720p&template=1280x720.20.0&Expires=1567159238&ssig=q5ijpDenmK&KID=unistore,video",,2018-12-28,OPPO随光而变R17 Pro,163499,74595,466018,,
1669879400,Dear-迪丽热巴,4321097866647994,挑战不同的角色，尝试不同的人生，以身外身做梦中梦。1月11日，2018#微博之夜#，我们不见不散！@微博之夜 ,https://wx3.sinaimg.cn/large/63885668ly1fyiwccd6upj20ku112ki6.jpg,,,2018-12-25,OPPO随光而变R17 Pro,214955,51591,63775,微博之夜,微博之夜
1669879400,Dear-迪丽热巴,4320474500223558,V影响力峰会,,,,2018-12-23,V影响力峰会,193913,14922,11201,,
﻿1669879400,Dear-迪丽热巴,4319681127613282, ,https://wx4.sinaimg.cn/large/63885668ly1fyedk9lql3j21ia212dwb.jpg,,,2018-12-21,OPPO随光而变R17 Pro,439659,794823,999577,,
1669879400,Dear-迪丽热巴,4319394953946333,我还是乖的吧 请奖励我小红花 ,"https://wx1.sinaimg.cn/large/63885668ly1fydgrdji0ej22kw3vbnpf.jpg,https://wx3.sinaimg.cn/large/63885668ly1fydgrfveapj22kw3vbhdv.jpg,https://wx1.sinaimg.cn/large/63885668ly1fydgri11tuj22kw3vdhdv.jpg,https://wx2.sinaimg.cn/large/63885668ly1fydgrkfwqkj22kw3vbe83.jpg,https://wx4.sinaimg.cn/large/63885668ly1fydgrn8u3oj22kw3vdkjn.jpg,https://wx4.sinaimg.cn/large/63885668ly1fydgrpeptvj22kx3vbhdv.jpg",,,2018-12-20,OPPO随光而变R17 Pro,527630,565688,1000000,,
1669879400,Dear-迪丽热巴,4318653887517666,#大V现场# #爱豆锦鲤月# 给爱丽丝们的直播❤  微博直播 ,,,,2018-12-18,OPPO随光而变R17 Pro,165832,183056,12148,"大V现场,爱豆锦鲤月",
1669879400,Dear-迪丽热巴,4318301926133901,2018快过去咯 还有啥今年想做的事情没有做完哦#爱豆锦鲤月# ,"https://wx4.sinaimg.cn/large/63885668ly1fy9z8jbq0ej20k00qojyi.jpg,https://wx1.sinaimg.cn/large/63885668ly1fy9z8k77cwj20k00qogry.jpg",,,2018-12-17,OPPO随光而变R17 Pro,319303,270939,1000000,爱豆锦鲤月,
1669879400,Dear-迪丽热巴,4316708569519186,81年前，南京沦陷，30万同胞惨遭杀戮；如今，我们勇敢守护现世和平。今天是#国家公祭日#，以国家之名祭奠，不仅为了牢记历史，更为了和平与正义长存，#国家公祭#让我们一起点亮紫金草，让和平之花绽放心间。 ,https://wx4.sinaimg.cn/large/63885668ly1fy4w86br2oj20ku1124qq.jpg,,,2018-12-13,OPPO随光而变R17 Pro,252874,24135,72819,"国家公祭日,国家公祭",
1669879400,Dear-迪丽热巴,4316079226470043,#卓诗尼20周年#妮妮20周岁生日趴，我们给大家准备了小礼物，大家快去掏妮妮的兜！ ,https://wx2.sinaimg.cn/large/63885668ly1fy2vyp6zv5j21wy2pik43.jpg,,,2018-12-11,OPPO随光而变R17 Pro,209787,52911,190595,卓诗尼20周年,
1669879400,Dear-迪丽热巴,4315264978262470,好了 以后自拍都是这种了 ,https://wx3.sinaimg.cn/large/63885668ly1fy0ag1lyduj20yi0y8kdk.jpg,,,2018-12-09,OPPO随光而变R17 Pro,403070,163452,1000000,,
1669879400,Dear-迪丽热巴,4314641172206420,分享图片 ,https://wx2.sinaimg.cn/large/63885668ly1fxyasdam8bj21hw2004qq.jpg,,,2018-12-07,OPPO随光而变R17 Pro,420492,425964,1000000,,
﻿1669879400,Dear-迪丽热巴,4312358174263999,#新浪20年# 祝新浪20岁生日快乐，我们一起致敬影响力！20岁正年轻，祝未来更精彩！#我和新浪的故事# ,https://wx1.sinaimg.cn/large/63885668ly1fxr0lufz4rj20u01hcnpd.jpg,,,2018-12-01,OPPO随光而变R17 Pro,183902,18890,29263,"新浪20年,我和新浪的故事",
1669879400,Dear-迪丽热巴,4308791703295808,爱你，我们最好的祖国❤️🇨🇳 ,,,,2018-11-21,OPPO随光而变R17 Pro,733813,646953,340943,,
1669879400,Dear-迪丽热巴,4308491881251726,#世界儿童日##点亮儿童未来# 让更多人关注儿童问题，用行动促进儿童权利的实现，为儿童创造更加美好光明的未来。@联合国儿童基金会 @微公益 @星光公益联盟 ,https://wx4.sinaimg.cn/large/63885668ly1fxeokf9cpaj226s2yckjs.jpg,,,2018-11-20,OPPO随光而变R17 Pro,187251,555117,144863,"世界儿童日,点亮儿童未来","联合国儿童基金会,微公益,星光公益联盟"
1669879400,Dear-迪丽热巴,4308159742404326,162天的拍摄，每一天都开心并创造着关于凤九的一切，我的小九，你要被人宠着爱着才行啊#电视剧三生三世枕上书# ,"https://wx1.sinaimg.cn/large/63885668ly1fxdmbsyg98j23vc2kwqv8.jpg,https://wx4.sinaimg.cn/large/63885668ly1fxdmbwkzi2j21ji2ba7wj.jpg",,,2018-11-19,OPPO随光而变R17 Pro,479899,872445,1000000,电视剧三生三世枕上书,
﻿1669879400,Dear-迪丽热巴,4306921681507670,想知道我都有哪些贪心装备么来陪我逛贪心市集啊@adidasneo  市集入口👉网页链接#生来好动#adidas_neo的秒拍视频 ,,"http://gslb.miaopai.com/stream/9KWT8qAXRAqVZqKXQMtuwhIgpvNxUAbGN1k7~A__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=32&Expires=1567159248&ssig=5uLE2YHvcA&KID=unistore,video",,2018-11-16,OPPO随光而变R17 Pro,190160,320896,1000000,生来好动,adidasneo
1669879400,Dear-迪丽热巴,4306558973837563,#冷巴ACTION# 吸猫不易~ ,https://wx1.sinaimg.cn/large/63885668ly1fx8ikpk3shj20ip7ps7wh.jpg,,,2018-11-15,OPPO随光而变R17 Pro,193871,346731,705326,冷巴ACTION,
1669879400,Dear-迪丽热巴,4306305752058972,#疆遇四十年##中国有我# 小迪崽崽变成老迪了 ,"https://wx1.sinaimg.cn/large/63885668ly1fx7phpchocj210q0oh7wh.jpg,https://wx3.sinaimg.cn/large/63885668ly1fx7phq3i03j21uf2rm7wh.jpg",,,2018-11-14,OPPO随光而变R17 Pro,513636,1000000,1000000,"疆遇四十年,中国有我",
1669879400,Dear-迪丽热巴,4305984429893559,前几天逛街来着 刺不刺激 微博视频 ,,,,2018-11-13,微博视频,292072,188531,1000000,,
1669879400,Dear-迪丽热巴,4304903658678397,天气冷了，大家除了要多穿一点保暖以外，记得也要给我们的肌肤加点呵护哦，欧莱雅#7天安瓶#让你换季也不用担心干燥和细纹～ ,https://wx4.sinaimg.cn/large/63885668ly1fx38gsq7sgj20rs15oh00.jpg,,,2018-11-10,OPPO随光而变R17 Pro,216465,141013,1000000,7天安瓶,
1669879400,Dear-迪丽热巴,4304388392088478,@黑人牙膏官方微博 的两款限量版牙膏来啦，上面有两个“我”，大家更喜欢哪一个？ Dear-迪丽热巴的秒拍视频 ,,"http://f.us.sinaimg.cn/00353LJFlx07p3vRQIzu010402009ea00k010.mp4?label=mp4_720p&template=1280x720.26.0&Expires=1567159248&ssig=ctsav5hNQ%2F&KID=unistore,video",,2018-11-09,OPPO随光而变R17 Pro,127029,127283,1000000,,黑人牙膏官方微博
1669879400,Dear-迪丽热巴,4304079100238512,咋不动呢O_o 微博视频 ,,,,2018-11-08,微博视频,173381,127362,122994,,
1669879400,Dear-迪丽热巴,4303298049408098,我和@adidasneo 联名款的星动少女限定系列上线啦，你“星动”了吗？#生来好动# ,"https://wx3.sinaimg.cn/large/63885668ly1fwy4278n71j21jk2bce83.jpg,https://wx2.sinaimg.cn/large/63885668ly1fwy429062zj21jk2bc4qr.jpg,https://wx4.sinaimg.cn/large/63885668ly1fwy42atzkoj21jk2bc1kz.jpg",,,2018-11-06,OPPO随光而变R17 Pro,361387,497953,1000000,生来好动,adidasneo
1669879400,Dear-迪丽热巴,4303065559318302,小蚂蚁带着受伤的同伴急匆匆往家赶 微博视频 ,,,,2018-11-05,微博视频,222682,153417,542240,,
﻿1669879400,Dear-迪丽热巴,4294662947103731,10月17日是国家扶贫日，请与我一同关注#脱贫攻坚战星光行动#启动仪式，CCTV6电影频道及全网20:15共同直播。传递正能量，传递爱，让我们一起为脱贫攻坚战助力！@中国电影报道 @电影频道融媒体中心 @微公益 ,https://wx4.sinaimg.cn/large/63885668ly1fw6kbw3pc2j20u01hc1kx.jpg,,,2018-10-13,OPPO随光而变R17 Pro,274777,22433,170377,脱贫攻坚战星光行动,"中国电影报道,电影频道融媒体中心,微公益"
1669879400,Dear-迪丽热巴,4294249245769096,做人还是要有些幻想。在你的幻想里，我是什么颜色？@OPPO @VogueMe#OPPO发现夜的美R17 Pro##VogueFilm#OPPO官方账号的秒拍视频 ,,http://gslb.miaopai.com/stream/CcxAYHIvmeHU0RSbv1MWsGjIdRJH-aPbdGGXMg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2018-10-12,OPPO随光而变R17 Pro,367126,39684,1000000,"OPPO发现夜的美R17 Pro,VogueFilm","OPPO,VogueMe"
1669879400,Dear-迪丽热巴,4293641663144942,啊哈 …天气越来越冷…大家注意保暖…… ,"https://wx1.sinaimg.cn/large/63885668ly1fw3b1btwjpj21jk21y4qt.jpg,https://wx3.sinaimg.cn/large/63885668ly1fw3b1d71w3j21jk21ynpe.jpg,https://wx4.sinaimg.cn/large/63885668ly1fw3b1fqeyij21jk21yx6r.jpg",,,2018-10-10,OPPO随光而变R17 Pro,843281,564871,1000000,,
﻿1669879400,Dear-迪丽热巴,4283215567457785,送花花给大美女@杨幂 ！生日快乐！！虽然点餐还需谨慎但是快回来一起吃饭呀 ,https://wx4.sinaimg.cn/large/63885668ly1fv61mcbu49j20aj0aj3yp.jpg,,,2018-09-12,OPPO随光而变R17 Pro,688536,24418,17992,,杨幂
1669879400,Dear-迪丽热巴,4281564185275648,个性，张扬，有“皮”气！全新#欧莱雅小棕皮# ，6个颜色，6种态度，你们最“棕”意哪一种？@巴黎欧莱雅 Dear-迪丽热巴的秒拍视频 ,,"http://f.us.sinaimg.cn/002kBTyglx07nr3v6THO010402009Sde0k010.mp4?label=mp4_720p&template=1280x720.26&Expires=1567159250&ssig=ooURDsDN2Y&KID=unistore,video",,2018-09-07,OPPO随光而变R17 Pro,262310,170447,1000000,欧莱雅小棕皮,巴黎欧莱雅
1669879400,Dear-迪丽热巴,4279471295601193,@卓诗尼官方微博 20周岁生日快乐！在接下来的日子里，和历经蜕变的卓诗尼一起“陪你美一步”。 Dear-迪丽热巴的秒拍视频 ,,"http://f.us.sinaimg.cn/003yQPSRlx07nhQm9WCY010402003ttg0k010.mp4?label=mp4_720p&template=1280x720.26&Expires=1567159250&ssig=YiP43i6eCU&KID=unistore,video",,2018-09-01,OPPO随光而变R17 Pro,312500,77586,740697,,卓诗尼官方微博
1669879400,Dear-迪丽热巴,4277965296994907,姑姑来啦，一嘉人小聚一下，么么哒～@杨幂 @王骁很娱乐 @深情的高伟光 ,https://wx2.sinaimg.cn/large/63885668ly1fupalxxohxj221y1jk7wk.jpg,,,2018-08-28,OPPO随光而变R17 Pro,839117,58325,318290,,"杨幂,王骁很娱乐,深情的高伟光"
1669879400,Dear-迪丽热巴,4276126509426194,#冷巴ACTION# 我才不是冷巴这样 我明明游去了深的地方 ,https://wx1.sinaimg.cn/large/63885668ly1fujfbitln0j20owcmte89.jpg,,,2018-08-23,OPPO随光而变R17 Pro,351608,139485,1000000,冷巴ACTION,
1669879400,Dear-迪丽热巴,4275762166773724,#2018捐一元##一点一滴为爱坚守#  @捐一元 开启第二个十年旅程，“一元”家庭不断壮大，更多贫困儿童感受到营养加餐带来的能量和愉悦。感恩每个为爱坚守的“一元”，将每一点坚持每一滴爱意持续汇入项目，下一个十年请继续和@中国扶贫基金会 一起助力贫困地区儿童健康成长，让孩子们未来可期！捐一元•献爱心•送营养,https://wx4.sinaimg.cn/large/63885668ly1fui9lzdiutj217y1mw4qr.jpg,,,2018-08-22,OPPO随光而变R17 Pro,287561,110211,75675,"2018捐一元,一点一滴为爱坚守","捐一元,中国扶贫基金会"
